datetime,month,day,hour,dayofweek,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,registered
2011-04-05 15:00:00,4,5,15,1,2,0,1,1,19.68,23.485,51,27.9993,107
2011-10-09 22:00:00,10,9,22,6,3,0,0,1,26.24,29.545,78,0.0,126
2012-03-09 17:00:00,3,9,17,4,3,1,0,1,30.34,34.85,70,8.9981,317
2012-03-16 00:00:00,3,16,0,4,1,0,1,1,18.04,21.97,77,16.9979,49
2011-04-18 15:00:00,4,18,15,0,2,0,1,2,24.6,31.06,43,12.998,112
2011-05-11 22:00:00,5,11,22,2,4,0,0,1,12.3,16.665,65,0.0,72
2012-01-11 05:00:00,1,11,5,2,4,0,1,1,13.94,16.665,66,8.9981,39
2012-07-09 16:00:00,7,9,16,0,3,0,1,1,32.8,37.88,55,19.0012,395
2011-05-06 17:00:00,5,6,17,4,2,0,0,1,30.34,33.335,51,0.0,264
2011-12-15 19:00:00,12,15,19,3,4,0,1,2,21.32,25.0,59,19.0012,274
2011-07-05 01:00:00,7,5,1,1,2,0,0,1,17.22,21.21,82,7.0015,50
2012-08-02 08:00:00,8,2,8,3,1,0,1,2,9.84,11.365,70,15.0013,495
2012-12-01 05:00:00,12,1,5,5,1,0,1,3,13.94,17.425,93,6.0032,16
2012-01-06 08:00:00,1,6,8,4,2,0,1,2,26.24,28.79,89,12.998,675
2012-04-08 17:00:00,4,8,17,6,3,0,0,1,36.08,39.395,37,19.9995,313
2012-04-03 12:00:00,4,3,12,1,1,0,0,1,13.94,15.15,42,23.9994,256
2011-02-05 22:00:00,2,5,22,5,2,0,1,2,24.6,29.545,73,0.0,97
2011-03-05 02:00:00,3,5,2,5,2,0,1,2,22.96,26.515,78,16.9979,5
2011-11-16 23:00:00,11,16,23,2,4,0,1,3,17.22,21.21,88,8.9981,28
2012-04-08 02:00:00,4,8,2,6,3,0,0,1,29.52,35.605,84,8.9981,64
2012-07-12 08:00:00,7,12,8,3,4,0,1,2,12.3,14.395,75,12.998,430
2011-01-09 10:00:00,1,9,10,6,3,0,1,1,27.88,31.82,61,8.9981,92
2012-06-13 19:00:00,6,13,19,2,2,0,1,1,28.7,31.82,34,26.0027,548
2011-07-11 08:00:00,7,11,8,0,4,0,1,2,12.3,15.91,100,6.0032,397
2012-05-19 12:00:00,5,19,12,5,2,0,0,1,27.06,31.06,36,0.0,366
2011-01-15 12:00:00,1,15,12,5,1,0,0,1,9.84,11.365,48,15.0013,74
2012-02-09 20:00:00,2,9,20,3,3,0,0,2,28.7,33.335,84,11.0014,41
2011-09-08 06:00:00,9,8,6,3,3,0,1,1,29.52,33.335,64,0.0,95
2012-10-18 20:00:00,10,18,20,3,4,0,1,2,22.96,26.515,68,16.9979,348
2012-03-10 20:00:00,3,10,20,5,4,0,1,1,28.7,32.575,65,0.0,449
2011-09-17 04:00:00,9,17,4,5,3,0,0,1,18.86,22.725,72,8.9981,4
2011-06-07 02:00:00,6,7,2,1,3,0,1,1,28.7,33.335,79,6.0032,4
2012-03-05 06:00:00,3,5,6,0,2,0,1,2,18.86,22.725,88,11.0014,128
2011-11-17 05:00:00,11,17,5,3,4,0,1,3,13.94,15.15,71,22.0028,21
2012-10-10 06:00:00,10,10,6,2,4,0,1,2,18.86,22.725,88,6.0032,172
2012-08-07 06:00:00,8,7,6,1,3,0,0,1,31.98,38.635,70,8.9981,16
2011-01-02 02:00:00,1,2,2,6,1,0,1,2,6.56,11.365,69,0.0,2
2012-10-14 10:00:00,10,14,10,6,4,0,0,1,22.14,25.76,56,12.998,278
2011-03-03 06:00:00,3,3,6,3,1,0,1,1,5.74,6.06,33,19.9995,34
2012-05-02 06:00:00,5,2,6,2,1,0,0,2,10.66,12.12,70,16.9979,4
2012-06-15 23:00:00,6,15,23,4,2,0,1,1,25.42,31.06,53,16.9979,176
2012-08-02 15:00:00,8,2,15,3,1,0,1,3,12.3,15.91,61,7.0015,49
2011-09-12 01:00:00,9,12,1,0,4,0,1,1,9.84,14.395,65,0.0,12
2012-08-09 17:00:00,8,9,17,3,3,0,0,3,23.78,27.275,83,12.998,119
2011-11-04 21:00:00,11,4,21,4,2,0,1,1,27.06,31.06,61,16.9979,119
2011-09-08 16:00:00,9,8,16,3,3,0,1,1,35.26,38.635,39,19.9995,228
2011-01-10 23:00:00,1,10,23,0,4,0,0,3,14.76,17.425,93,15.0013,57
2012-04-05 02:00:00,4,5,2,3,2,0,1,1,23.78,27.275,83,8.9981,11
2011-12-10 08:00:00,12,10,8,5,4,0,1,2,22.14,25.76,88,26.0027,377
2011-07-08 14:00:00,7,8,14,4,3,0,0,1,35.26,40.15,47,12.998,192
2011-08-04 13:00:00,8,4,13,3,2,0,1,3,14.76,16.665,76,19.0012,35
2011-12-19 11:00:00,12,19,11,0,4,0,1,1,10.66,12.12,65,16.9979,105
2012-04-02 14:00:00,4,2,14,0,1,0,0,2,13.12,15.15,66,15.0013,229
2012-01-13 16:00:00,1,13,16,4,1,0,1,1,11.48,12.12,30,31.0009,215
2011-06-04 17:00:00,6,4,17,5,2,0,1,1,21.32,25.0,32,30.0026,303
2012-08-19 10:00:00,8,19,10,6,3,0,0,2,27.88,31.82,69,0.0,287
2011-11-19 23:00:00,11,19,23,5,4,0,0,1,15.58,19.695,62,15.0013,73
2012-03-09 18:00:00,3,9,18,4,3,1,0,1,30.34,34.85,66,11.0014,337
2012-04-19 07:00:00,4,19,7,3,2,0,1,2,16.4,20.455,82,8.9981,391
2011-09-01 05:00:00,9,1,5,3,1,0,0,1,3.28,4.545,53,12.998,1
2012-10-04 18:00:00,10,4,18,3,2,0,1,1,22.14,25.76,22,27.9993,626
2012-12-17 15:00:00,12,17,15,0,4,0,1,2,17.22,21.21,88,0.0,196
2011-12-08 00:00:00,12,8,0,3,3,0,1,1,26.24,31.06,53,11.0014,53
2012-04-09 22:00:00,4,9,22,0,3,0,1,1,30.34,34.85,70,19.0012,154
2012-06-16 05:00:00,6,16,5,5,2,0,0,1,22.14,25.76,68,7.0015,21
2011-03-02 12:00:00,3,2,12,2,1,0,1,1,8.2,9.09,40,23.9994,67
2011-07-13 08:00:00,7,13,8,2,3,0,1,1,32.8,37.12,49,16.9979,418
2012-01-05 04:00:00,1,5,4,3,2,0,1,2,21.32,25.0,72,6.0032,7
2012-04-16 09:00:00,4,16,9,0,2,1,0,1,25.42,30.305,69,15.0013,238
2011-08-16 13:00:00,8,16,13,1,3,0,1,1,31.16,34.09,48,19.9995,147
2011-10-05 02:00:00,10,5,2,2,2,0,1,1,18.04,21.97,58,8.9981,4
2011-12-12 14:00:00,12,12,14,0,4,0,1,2,13.12,16.665,53,8.9981,95
2011-06-05 23:00:00,6,5,23,6,2,0,1,1,18.04,21.97,82,8.9981,93
2012-07-18 11:00:00,7,18,11,2,3,0,1,1,36.9,42.425,42,0.0,136
2012-09-19 02:00:00,9,19,2,2,3,0,1,2,22.14,25.76,64,22.0028,3
2011-07-17 23:00:00,7,17,23,6,3,0,0,1,28.7,33.335,74,8.9981,54
2012-02-11 13:00:00,2,11,13,5,4,0,1,1,16.4,20.455,43,23.9994,230
2012-10-03 14:00:00,10,3,14,2,1,0,0,1,13.94,15.91,27,19.0012,262
2011-12-07 13:00:00,12,7,13,2,3,0,1,1,35.26,40.15,47,15.0013,104
2011-12-10 15:00:00,12,10,15,5,4,0,1,3,22.14,25.76,94,16.9979,42
2012-03-15 09:00:00,3,15,9,3,1,0,1,1,19.68,23.485,77,6.0032,285
2012-10-07 03:00:00,10,7,3,6,3,0,1,1,27.88,31.82,79,0.0,3
2011-09-02 17:00:00,9,2,17,4,1,0,1,2,8.2,9.85,34,16.9979,157
2012-12-05 16:00:00,12,5,16,2,2,0,0,2,28.7,31.82,21,12.998,337
2011-06-03 02:00:00,6,3,2,4,1,0,0,2,16.4,20.455,82,19.0012,27
2011-12-05 23:00:00,12,5,23,0,2,0,1,2,22.14,25.76,77,12.998,87
2012-01-05 00:00:00,1,5,0,3,2,0,1,2,20.5,24.24,59,12.998,28
2011-03-13 15:00:00,3,13,15,6,1,0,0,1,19.68,23.485,39,22.0028,155
2012-12-16 13:00:00,12,16,13,6,4,0,0,2,15.58,19.695,76,12.998,289
2012-09-09 07:00:00,9,9,7,6,3,0,0,1,22.14,25.76,73,11.0014,50
2011-03-15 09:00:00,3,15,9,1,1,0,1,2,12.3,16.665,70,0.0,147
2012-11-02 05:00:00,11,2,5,4,1,0,0,3,9.02,11.365,93,11.0014,2
2012-08-09 19:00:00,8,9,19,3,3,0,0,3,23.78,27.275,88,7.0015,187
2012-09-01 21:00:00,9,1,21,5,1,0,1,2,8.2,12.88,93,0.0,78
2012-01-15 00:00:00,1,15,0,6,1,0,0,1,6.56,6.82,47,22.0028,50
2012-07-12 09:00:00,7,12,9,3,4,0,1,2,12.3,15.15,81,8.9981,291
2011-10-06 08:00:00,10,6,8,3,2,0,1,1,30.34,34.09,58,8.9981,423
2011-01-14 15:00:00,1,14,15,4,1,0,1,1,9.84,12.12,38,11.0014,59
2011-10-10 05:00:00,10,10,5,0,4,1,0,1,18.86,22.725,94,0.0,19
2012-10-03 20:00:00,10,3,20,2,1,0,0,1,13.12,16.665,33,8.9981,101
2011-04-10 20:00:00,4,10,20,6,4,0,1,1,21.32,25.0,68,15.0013,236
2011-03-04 15:00:00,3,4,15,4,2,0,0,2,18.86,22.725,33,0.0,118
2011-06-05 03:00:00,6,5,3,6,2,0,1,1,14.76,18.18,71,7.0015,6
2011-10-06 23:00:00,10,6,23,3,2,0,1,1,29.52,34.85,74,11.0014,110
2012-09-18 18:00:00,9,18,18,1,3,0,1,2,24.6,27.275,88,11.0014,262
2011-08-10 02:00:00,8,10,2,2,4,0,0,1,18.86,22.725,82,0.0,41
2012-02-03 05:00:00,2,3,5,4,1,0,1,1,12.3,16.665,70,0.0,24
2012-06-02 19:00:00,6,2,19,5,1,0,1,1,14.76,16.665,43,16.9979,284
2012-02-16 00:00:00,2,16,0,3,1,0,1,2,12.3,15.15,70,8.9981,22
2012-09-05 23:00:00,9,5,23,2,2,0,1,3,19.68,23.485,82,12.998,47
2012-05-01 02:00:00,5,1,2,1,1,0,1,1,8.2,11.365,51,6.0032,4
2012-07-06 04:00:00,7,6,4,4,2,0,1,1,18.86,22.725,88,7.0015,6
2011-08-16 16:00:00,8,16,16,1,3,0,1,1,32.8,35.605,41,15.0013,248
2011-03-11 15:00:00,3,11,15,4,4,0,1,1,21.32,25.0,52,11.0014,138
2012-07-02 02:00:00,7,2,2,0,1,0,1,1,12.3,16.665,61,0.0,4
2012-02-05 05:00:00,2,5,5,6,2,0,1,1,22.14,25.76,90,8.9981,31
2012-02-08 15:00:00,2,8,15,2,3,0,1,1,31.98,37.12,62,31.0009,202
2011-12-06 16:00:00,12,6,16,1,2,0,0,3,27.88,31.82,83,19.0012,235
2011-05-06 10:00:00,5,6,10,4,2,0,0,2,25.42,29.545,73,6.0032,168
2011-05-19 21:00:00,5,19,21,3,2,0,1,1,22.14,25.76,77,19.0012,180
2011-01-19 13:00:00,1,19,13,2,1,0,1,1,16.4,20.455,62,19.0012,67
2011-09-03 07:00:00,9,3,7,5,1,0,1,2,9.84,12.12,87,11.0014,123
2011-09-08 03:00:00,9,8,3,3,3,0,1,1,29.52,34.09,62,0.0,3
2011-08-13 16:00:00,8,13,16,5,3,0,0,2,28.7,33.335,74,19.0012,133
2011-05-18 18:00:00,5,18,18,2,2,0,1,1,24.6,29.545,73,15.0013,431
2012-10-11 00:00:00,10,11,0,3,4,0,0,1,13.12,16.665,76,6.0032,106
2011-08-15 14:00:00,8,15,14,0,3,0,1,1,30.34,34.09,55,6.0032,95
2011-09-19 22:00:00,9,19,22,0,3,0,1,2,22.96,26.515,68,11.0014,104
2011-10-07 05:00:00,10,7,5,4,3,0,0,1,27.06,31.06,74,0.0,10
2011-10-12 10:00:00,10,12,10,2,4,0,0,1,13.12,15.15,57,16.9979,161
2012-08-02 06:00:00,8,2,6,3,1,0,1,2,9.84,14.395,70,0.0,95
2011-09-19 03:00:00,9,19,3,0,3,0,1,2,20.5,24.24,77,8.9981,4
2012-12-14 21:00:00,12,14,21,4,4,0,1,1,12.3,15.15,75,11.0014,165
2012-01-15 14:00:00,1,15,14,6,1,0,0,1,8.2,9.09,32,23.9994,163
2012-02-04 19:00:00,2,4,19,5,2,0,1,1,20.5,24.24,27,16.9979,428
2011-11-12 19:00:00,11,12,19,5,4,0,0,1,9.02,11.365,55,12.998,98
2012-03-13 07:00:00,3,13,7,1,1,0,1,2,18.86,22.725,82,19.0012,292
2011-08-11 02:00:00,8,11,2,3,4,0,1,1,13.12,17.425,87,0.0,1
2012-05-06 05:00:00,5,6,5,6,2,0,1,3,19.68,23.485,82,11.0014,35
2011-10-03 00:00:00,10,3,0,0,1,0,1,3,13.94,15.91,0,16.9979,0
2011-06-15 12:00:00,6,15,12,2,2,0,1,1,28.7,31.82,34,15.0013,178
2012-07-08 08:00:00,7,8,8,6,3,0,1,2,28.7,32.575,70,11.0014,664
2012-10-04 10:00:00,10,4,10,3,2,0,1,1,18.86,22.725,47,11.0014,132
2011-11-09 09:00:00,11,9,9,2,3,0,0,1,27.06,31.06,74,0.0,168
2011-09-15 22:00:00,9,15,22,3,3,0,1,1,18.04,21.97,67,19.0012,108
2012-01-12 07:00:00,1,12,7,3,4,0,0,2,9.84,12.12,87,8.9981,56
2012-01-01 20:00:00,1,1,20,6,1,0,0,2,18.04,21.97,62,19.9995,58
2011-05-01 13:00:00,5,1,13,6,1,0,1,1,11.48,12.88,30,19.9995,65
2012-08-18 20:00:00,8,18,20,5,3,0,0,1,28.7,31.82,45,7.0015,242
2011-12-14 12:00:00,12,14,12,2,4,0,1,2,14.76,18.18,57,6.0032,138
2012-01-19 23:00:00,1,19,23,3,1,0,1,1,10.66,11.365,48,22.0028,55
2011-08-05 07:00:00,8,5,7,4,2,0,0,2,18.86,22.725,82,0.0,15
2012-04-04 20:00:00,4,4,20,2,2,0,1,1,26.24,31.06,27,15.0013,333
2011-08-03 00:00:00,8,3,0,2,1,0,1,1,10.66,14.395,48,6.0032,9
2012-06-14 09:00:00,6,14,9,3,2,0,1,1,25.42,30.305,61,15.0013,312
2012-11-19 23:00:00,11,19,23,0,4,0,1,1,13.94,17.425,66,7.0015,72
2011-01-08 02:00:00,1,8,2,5,3,0,1,1,28.7,33.335,74,7.0015,7
2012-03-07 22:00:00,3,7,22,2,3,0,1,1,27.88,31.82,79,12.998,151
2012-11-18 02:00:00,11,18,2,6,4,0,0,1,11.48,14.395,81,7.0015,65
2011-08-14 01:00:00,8,14,1,6,3,0,0,3,26.24,28.79,89,15.0013,57
2012-04-19 03:00:00,4,19,3,3,2,0,1,2,17.22,21.21,77,0.0,3
2011-09-11 21:00:00,9,11,21,6,4,0,1,1,16.4,20.455,87,0.0,152
2012-11-03 16:00:00,11,3,16,5,1,0,0,1,20.5,24.24,31,23.9994,301
2012-06-16 22:00:00,6,16,22,5,2,0,0,1,25.42,31.06,53,19.9995,189
2011-08-08 10:00:00,8,8,10,0,3,0,1,1,32.8,37.12,52,26.0027,62
2012-03-16 05:00:00,3,16,5,4,1,0,1,2,16.4,20.455,87,15.0013,30
2012-01-04 08:00:00,1,4,8,2,2,0,0,2,14.76,18.18,76,6.0032,88
2012-01-14 04:00:00,1,14,4,5,1,0,0,1,5.74,7.575,50,8.9981,3
2011-05-13 01:00:00,5,13,1,4,2,0,1,1,21.32,25.0,83,11.0014,15
2011-01-05 23:00:00,1,5,23,2,2,0,0,1,18.86,22.725,77,12.998,82
2011-01-05 18:00:00,1,5,18,2,2,0,0,2,18.86,22.725,82,6.0032,126
2011-11-02 21:00:00,11,2,21,2,1,0,1,1,8.2,10.605,59,8.9981,46
2012-05-15 02:00:00,5,15,2,1,2,0,1,2,22.96,26.515,88,8.9981,3
2012-02-03 21:00:00,2,3,21,4,1,0,1,3,14.76,18.18,87,6.0032,99
2012-07-13 02:00:00,7,13,2,4,3,0,1,2,27.06,31.06,61,6.0032,15
2011-05-05 23:00:00,5,5,23,3,2,0,1,1,18.86,22.725,41,12.998,99
2011-07-04 11:00:00,7,4,11,0,2,0,1,2,18.86,22.725,55,0.0,86
2012-08-06 08:00:00,8,6,8,0,2,0,1,1,23.78,27.275,60,6.0032,663
2012-10-19 02:00:00,10,19,2,4,4,0,1,2,22.14,25.76,88,0.0,9
2012-01-09 11:00:00,1,9,11,0,3,0,0,2,32.8,37.88,55,15.0013,273
2011-12-09 12:00:00,12,9,12,4,3,0,1,1,29.52,33.335,51,12.998,147
2011-08-01 17:00:00,8,1,17,0,1,0,0,1,6.56,6.06,37,36.9974,64
2011-10-03 21:00:00,10,3,21,0,1,0,1,3,14.76,17.425,0,15.0013,27
2011-06-07 20:00:00,6,7,20,1,3,0,1,1,29.52,34.85,74,16.9979,257
2011-04-01 01:00:00,4,1,1,4,1,0,1,1,6.56,9.09,59,7.0015,2
2011-11-10 02:00:00,11,10,2,3,4,0,1,2,21.32,25.0,94,8.9981,4
2012-04-11 08:00:00,4,11,8,2,4,0,0,1,12.3,15.15,56,8.9981,115
2012-03-17 09:00:00,3,17,9,5,1,0,0,2,18.04,21.97,88,6.0032,217
2012-12-04 02:00:00,12,4,2,1,2,0,1,1,13.12,15.15,61,19.0012,4
2011-08-08 11:00:00,8,8,11,0,3,0,1,1,33.62,37.12,48,23.9994,89
2011-11-15 00:00:00,11,15,0,1,4,0,1,1,22.96,26.515,64,23.9994,15
2012-12-12 03:00:00,12,12,3,2,4,0,1,1,10.66,13.635,60,8.9981,7
2011-04-13 17:00:00,4,13,17,2,2,0,1,1,18.86,22.725,67,19.9995,284
2011-02-17 10:00:00,2,17,10,3,1,0,1,1,15.58,19.695,54,12.998,70
2011-03-11 12:00:00,3,11,12,4,4,0,1,1,20.5,24.24,51,12.998,162
2012-06-02 16:00:00,6,2,16,5,1,0,1,1,16.4,20.455,43,16.9979,215
2011-04-03 15:00:00,4,3,15,6,1,0,1,1,14.76,16.665,40,19.9995,75
2011-02-07 02:00:00,2,7,2,0,3,0,0,1,26.24,31.06,53,0.0,43
2012-07-07 16:00:00,7,7,16,5,3,0,0,1,41.0,43.18,19,11.0014,192
2011-05-08 09:00:00,5,8,9,6,3,0,1,1,29.52,33.335,58,7.0015,183
2011-06-11 19:00:00,6,11,19,5,4,0,0,1,15.58,19.695,76,12.998,130
2012-06-17 18:00:00,6,17,18,6,2,0,0,1,26.24,31.06,53,12.998,310
2011-04-13 23:00:00,4,13,23,2,2,0,1,1,16.4,20.455,71,8.9981,57
2011-02-06 19:00:00,2,6,19,6,2,0,1,1,29.52,31.82,23,19.9995,321
2011-08-10 03:00:00,8,10,3,2,4,0,0,1,18.04,21.97,88,0.0,16
2012-07-16 17:00:00,7,16,17,0,3,0,1,3,31.16,36.365,66,39.0007,669
2012-02-10 23:00:00,2,10,23,4,4,0,1,2,25.42,27.275,94,0.0,87
2011-05-07 01:00:00,5,7,1,5,3,0,1,1,28.7,32.575,65,7.0015,24
2012-06-03 23:00:00,6,3,23,6,1,0,1,1,11.48,13.635,61,15.0013,51
2011-06-10 17:00:00,6,10,17,4,4,0,1,1,22.96,26.515,52,8.9981,505
2011-08-16 02:00:00,8,16,2,1,3,0,1,1,25.42,29.545,73,15.0013,3
2011-01-11 07:00:00,1,11,7,1,4,0,1,1,13.94,16.665,76,12.998,246
2011-07-18 07:00:00,7,18,7,0,3,0,1,1,27.88,31.82,74,15.0013,255
2011-11-13 15:00:00,11,13,15,6,4,0,0,2,20.5,24.24,42,22.0028,221
2011-06-07 18:00:00,6,7,18,1,3,0,1,1,31.16,35.605,62,12.998,486
2011-04-16 03:00:00,4,16,3,5,2,0,0,2,14.76,17.425,87,11.0014,9
2011-04-13 19:00:00,4,13,19,2,2,0,1,1,18.04,21.97,62,16.9979,160
2012-06-05 03:00:00,6,5,3,1,2,0,0,2,22.14,25.76,83,12.998,19
2011-02-07 15:00:00,2,7,15,0,3,0,0,1,35.26,36.365,19,11.0014,163
2011-02-04 08:00:00,2,4,8,4,2,0,0,1,12.3,15.91,70,7.0015,45
2011-01-15 15:00:00,1,15,15,5,1,0,0,2,13.12,15.91,36,12.998,108
2011-10-14 19:00:00,10,14,19,4,4,0,1,1,22.14,25.76,39,22.0028,221
2012-06-07 16:00:00,6,7,16,3,3,0,1,1,37.72,40.91,29,7.0015,300
2012-03-16 19:00:00,3,16,19,4,1,0,1,2,18.86,22.725,88,0.0,273
2012-04-17 08:00:00,4,17,8,1,2,0,1,1,24.6,31.06,43,15.0013,631
2012-10-05 08:00:00,10,5,8,4,2,0,1,1,18.86,22.725,67,23.9994,603
2012-06-14 19:00:00,6,14,19,3,2,0,1,1,28.7,32.575,48,16.9979,483
2011-04-06 22:00:00,4,6,22,2,2,0,0,1,26.24,31.06,57,15.0013,141
2012-09-05 00:00:00,9,5,0,2,2,0,1,2,23.78,27.275,83,12.998,27
2012-09-14 00:00:00,9,14,0,4,3,0,1,1,22.96,26.515,73,6.0032,63
2011-11-09 14:00:00,11,9,14,2,3,0,0,1,29.52,33.335,58,19.0012,222
2011-03-16 16:00:00,3,16,16,2,1,0,1,2,16.4,20.455,76,11.0014,121
2012-12-19 22:00:00,12,19,22,2,4,0,1,1,13.94,17.425,61,6.0032,117
2012-08-08 06:00:00,8,8,6,2,3,0,1,2,28.7,33.335,84,11.0014,169
2012-10-12 10:00:00,10,12,10,4,4,0,1,2,18.04,21.97,94,15.0013,121
2011-07-14 02:00:00,7,14,2,3,3,0,1,1,26.24,31.06,57,19.9995,7
2011-03-08 14:00:00,3,8,14,1,3,0,1,2,31.16,35.605,58,15.0013,104
2011-09-11 15:00:00,9,11,15,6,4,0,1,1,21.32,25.0,45,15.0013,130
2012-04-09 18:00:00,4,9,18,0,3,0,1,1,31.16,37.12,75,15.0013,745
2011-05-08 01:00:00,5,8,1,6,3,0,1,1,26.24,29.545,78,6.0032,16
2012-08-17 04:00:00,8,17,4,4,3,0,1,1,26.24,12.12,73,11.0014,9
2012-10-16 01:00:00,10,16,1,1,4,0,1,1,18.04,21.97,67,12.998,9
2012-08-04 09:00:00,8,4,9,5,2,0,0,1,18.04,21.97,26,15.0013,108
2011-09-12 07:00:00,9,12,7,0,4,0,1,1,9.02,12.88,75,6.0032,195
2012-05-07 16:00:00,5,7,16,0,3,0,1,1,37.72,41.665,33,16.9979,324
2012-03-14 12:00:00,3,14,12,2,1,0,1,2,26.24,31.06,29,0.0,212
2012-01-03 18:00:00,1,3,18,1,1,0,1,1,22.14,25.76,34,23.9994,498
2012-10-08 12:00:00,10,8,12,0,3,0,1,2,30.34,34.85,66,23.9994,240
2012-10-10 08:00:00,10,10,8,2,4,0,1,1,20.5,24.24,77,11.0014,806
2011-08-08 09:00:00,8,8,9,0,3,0,1,1,31.16,34.85,55,26.0027,146
2011-07-10 07:00:00,7,10,7,6,4,0,1,1,17.22,21.21,94,0.0,237
2011-06-04 15:00:00,6,4,15,5,2,0,1,1,21.32,25.0,32,22.0028,83
2011-01-10 11:00:00,1,10,11,0,4,0,0,3,15.58,19.695,82,22.0028,102
2012-05-14 12:00:00,5,14,12,0,2,0,1,2,22.96,26.515,88,19.0012,132
2011-01-13 22:00:00,1,13,22,3,1,0,1,1,5.74,6.06,46,22.0028,30
2011-06-08 19:00:00,6,8,19,2,3,0,0,3,29.52,35.605,84,16.9979,114
2011-12-08 21:00:00,12,8,21,3,3,0,1,1,28.7,32.575,48,8.9981,153
2012-10-02 05:00:00,10,2,5,1,1,0,1,1,9.84,11.365,52,15.0013,17
2012-03-03 13:00:00,3,3,13,5,1,0,0,1,18.04,21.97,51,19.0012,252
2012-09-17 00:00:00,9,17,0,0,3,0,1,1,22.14,25.76,68,11.0014,31
2012-09-08 21:00:00,9,8,21,5,3,0,1,2,28.7,32.575,58,11.0014,286
2011-02-16 04:00:00,2,16,4,2,1,0,1,1,8.2,9.85,51,12.998,1
2012-12-14 20:00:00,12,14,20,4,4,0,1,1,13.12,16.665,61,8.9981,209
2012-03-17 12:00:00,3,17,12,5,1,0,0,1,22.96,26.515,68,11.0014,365
2011-02-09 12:00:00,2,9,12,2,3,0,1,2,27.06,31.06,69,15.0013,178
2011-08-02 06:00:00,8,2,6,1,1,0,1,1,10.66,11.365,70,22.0028,39
2011-02-14 04:00:00,2,14,4,0,1,0,1,1,13.12,15.15,53,19.0012,2
2011-10-09 16:00:00,10,9,16,6,3,0,0,1,30.34,34.09,55,12.998,261
2012-03-10 18:00:00,3,10,18,5,4,0,1,1,28.7,32.575,65,0.0,756
2011-05-08 22:00:00,5,8,22,6,3,0,1,1,28.7,32.575,65,15.0013,137
2012-02-02 11:00:00,2,2,11,3,1,0,1,3,16.4,20.455,82,16.9979,99
2011-05-13 03:00:00,5,13,3,4,2,0,1,2,20.5,24.24,88,8.9981,2
2011-04-03 08:00:00,4,3,8,6,1,0,1,1,7.38,9.85,74,8.9981,222
2011-04-03 17:00:00,4,3,17,6,1,0,1,2,14.76,16.665,50,16.9979,206
2011-09-01 23:00:00,9,1,23,3,1,0,0,1,4.92,6.82,50,12.998,6
2012-08-09 06:00:00,8,9,6,3,3,0,0,2,27.06,29.545,89,19.0012,26
2012-07-09 17:00:00,7,9,17,0,3,0,1,1,31.98,37.12,59,22.0028,684
2011-12-14 00:00:00,12,14,0,2,4,0,1,1,10.66,15.15,75,0.0,22
2012-11-12 23:00:00,11,12,23,0,4,0,1,1,12.3,14.395,52,15.0013,60
2012-10-15 12:00:00,10,15,12,0,4,0,1,3,24.6,28.79,78,22.0028,211
2012-04-03 03:00:00,4,3,3,1,1,0,0,2,14.76,17.425,43,8.9981,21
2012-02-17 10:00:00,2,17,10,4,1,0,1,1,13.94,15.91,71,19.0012,103
2012-12-10 21:00:00,12,10,21,0,4,0,1,1,16.4,20.455,54,12.998,169
2011-10-11 12:00:00,10,11,12,1,4,0,1,2,17.22,21.21,67,23.9994,149
2011-10-07 18:00:00,10,7,18,4,3,0,0,1,33.62,37.12,43,19.0012,222
2011-08-15 23:00:00,8,15,23,0,3,0,1,1,26.24,30.305,69,15.0013,77
2011-07-15 04:00:00,7,15,4,4,3,0,1,1,24.6,29.545,73,11.0014,8
2011-09-12 19:00:00,9,12,19,0,4,0,1,1,13.94,18.18,61,0.0,189
2011-02-03 18:00:00,2,3,18,3,1,0,1,1,18.86,22.725,23,32.9975,193
2012-08-09 22:00:00,8,9,22,3,3,0,0,2,23.78,27.275,78,19.9995,176
2012-07-03 01:00:00,7,3,1,1,1,0,1,1,12.3,13.635,61,19.9995,4
2011-06-09 15:00:00,6,9,15,3,3,0,1,3,22.14,25.76,94,26.0027,71
2011-01-08 19:00:00,1,8,19,5,3,0,1,1,30.34,33.335,51,15.0013,350
2011-08-02 19:00:00,8,2,19,1,1,0,1,1,6.56,6.06,40,31.0009,100
2012-08-15 07:00:00,8,15,7,2,3,0,1,2,27.06,31.06,69,12.998,467
2011-02-03 17:00:00,2,3,17,3,1,0,1,1,20.5,24.24,23,19.0012,238
2011-04-14 16:00:00,4,14,16,3,2,0,1,1,24.6,30.305,26,7.0015,153
2012-02-13 22:00:00,2,13,22,0,1,0,1,1,10.66,13.635,56,7.0015,99
2012-04-08 23:00:00,4,8,23,6,3,0,0,1,31.16,36.365,66,19.9995,161
2011-05-05 09:00:00,5,5,9,3,2,0,1,1,18.86,22.725,44,19.0012,164
2012-08-19 22:00:00,8,19,22,6,3,0,0,2,25.42,29.545,78,11.0014,50
2012-09-13 10:00:00,9,13,10,3,3,0,1,1,26.24,31.06,61,6.0032,149
2011-02-03 05:00:00,2,3,5,3,1,0,1,1,9.02,10.605,69,15.0013,5
2012-01-03 00:00:00,1,3,0,1,1,0,1,2,17.22,21.21,94,0.0,10
